CoordinateX,CoordinateY
-0.31548,-5.41223
5.25751,-2.59222
8.58256,-2.74675
-0.22,3.32
-28.22,-4.13
2.47,-13.77
0.3883,0.92222
-2.21,0.46
2.68925,-1.33249
1.71,0.65
-1.55,-8.5
-2.9,-1.97
4.73,5.12
1.21,-11.7
-9.6331,13.71422
-2.45102,-6.04327
5.63064,-2.28116
8.30934,-10.53965
2.9902,1.72602
4.38,4.33
3.31,2.14
-16.46,-4.96
1.87,-2.31
-5.53,0.58
-4.9,0.77
-16.8,15.58
1.50467,1.45613
-1.52,1.16
2.37835,-2.18419
-1.82,6.15
-2.4,1.23
11.27,2.06
0.1,-0.02
-1.11636,2.18421
-2.52391,-4.22286
10.01,11.56
-0.58,-12.14
18.13221,-3.48677
-7.3,9.83
-14.52,5.71
-1.25981,-2.51966
6.15408,-2.37414
-2.8,7.95
7.13459,-8.05402
-3.06,3.24
9.27,-13.2
4.96,-1.99
-7.25706,0.02427
-7.07,-5.37
-1.38,13.42
-2.15988,-4.15007
-10.34,-10.39
-0.85,-2.52
-5.11215,2.2046
5.33025,1.40512
6.56478,4.52957
2.6,3.14
-4.95095,3.54318
-2.17,-2.32
-12.47783,10.97427
1.03,0.14
-1.89,-3.49
7.53,-4.07
-5.75,5.31
-3.57954,-1.59622
-4.26,2.95
2.17671,-2.07996
-1.09,1.47
5.84,0.14
-6.47965,7.30507
-7.9,3.44
-10.00042,2.57207
-9.01,-2.23
5.99,1.67
-2.45,2.28
-5.87,-3.14
2.52,-1.33
2.67,3.55
-1.8,-1.26
0.75,1.73
-2.06,4.73
5.12092,-2.20838
1.9,-1.04
1.88973,1.74436
-6.10539,-5.13608
-9.25,2.21
3.91,8.05
3.01,0.76
4.95,-4.17
2.79,-5.56
0.48538,-0.3883
1.50701,9.43387
0.48455,-0.19382
-16.28307,-13.56532
2.39,-13.45
-4.64,8.83
-0.5,0.72
-2.97,-4.47
2.39,-0.78
1.38,0.21
-0.07,-0.48
0.32,2.88
-3.92493,-0.04845
-1.74387,12.79566
-24.47,27.06
-6.17,7.29
0.4,-0.8
3.1001,-13.7655
2.16356,-4.64342
13.01,-5.43
0.49,3.88
-9.72,1.28
-1.39,-3.78
2.86,-5.97
7.35,-3.28
-5.75,6.33
-0.06,-2.57
-10.33385,0.55903
3.57,-1.48
-7.87,8.6
4.83,10.41
-1.07,1.42
0.24269,1.7959
-0.66,0.51
0.39,10.36
-6.22644,-5.98411
5.13,-7.27
2.11,-11.99
-4.7,-3
5.48,-8.88
2.37835,-2.03858
-8.11,-1.55
-1,-3.14
-2.03511,-0.04845
-5.07,-0.59
-1.29,-4.16
-2.64532,-1.91723
-1.89,0.31
1.95,-0.5
-0.58,0.83
5.63,-0.44
12.2,14.2
-7.42699,0.2912
0.94,-0.29
-0.83,-0.73
-5.61,11.14
-1.26,-7.49
-1.99,-4.67
5.4,-8.95
14.71,15
-6.93,-5.81
1.23771,1.57748
-1.12,4.13
9.01,-3.8
2.16,-1.43
5.11,-6.52
3.11,2.09
-3.57,-17.17
-2.65,1.28
-0.11,-5.21
7.52,-7.33
-1.05,2.52
4.25,-1.09
7.18396,-4.65937
11.45,4.84
-15.80602,0.84904
5.11,-2.4
-1.44,-0.05
-5.19,-6.7
9.98,-0.68
2.79,7.01
6.8,3.51
-1.44,-1.13
-27.13,17.92
5.1,-0.44
1.09207,-4.05301
-2.69,-0.27
1.56,0.68
1.32,0.82
-48.07,2.04
-3.41602,3.99753
2.18417,3.44622
15.21903,-0.36264
-3.77,-0.05
-0.91,-0.71
0.44,-0.19
-1.62,2.36
2.24,-0.15
8.74,-2.23
-6.78,-10.67
-1.75,-14.06
-0.26696,0.36403
7.32,-0.44
-6,4.59
9.95198,-0.14559
4.61,1.12
-2.94154,3.33053
-5.87,6.5
2.47068,10.95295
8.39,-4.11
-1.87,-0.56
-16.95,-7.04
-1.26,2.82
5.69,2.82
26.9,-0.12
-10.6,3.69
-13.06011,-10.05308
-4.97506,5.55763
2.32542,10.08027
5.2482,-6.07069
-3.53099,-5.46612
-14.39565,2.00668
1.86546,3.99759
-10.67,-4.59
1.94,-5.69
-3.11,-2.14
11.82,2.48
1.75,-2.62
-0.41,6.15
-6.97803,1.50197
-5.55777,3.13056
0.97,-4.18
0.25,7.27
0.2,-3.22
-4.77,4.24
2.19,4.97
-1.97,3.23
-3.49466,4.51407
5.87,0
-8.23,-7.06
-9.3,-2.29
-3.55,-2.72
-0.82,-1.74
0.32,0.41
0.54,1.85
-2.33,-7.68
-7.59,-3.69
15.17,17.45
38.84,29.47
-11.02567,-2.54334
1.66,-5.07
-20.32,15.18
1.74424,6.54183
-1.24,-4.6
-1.47,-1.14
-0.41257,-0.50965
-2.09,-0.02
4.11871,-2.51959
-0.07,-11.4
-9.08,-4.9
-0.28,0.23
6.45598,-0.92215
-0.66,8.63
5.53357,1.69874
0.09691,-0.62991
-2.79,3.08
1.91,1.77
-2.16,0.73
-11.18439,6.56284
0.83,-1.63
6.26,-5.44
0.94318,5.92584
-1.09,5.46
1.57,-2.03
4.52,-9.87
-0.55816,4.97533
10.34,29.5
0.32,-1.87
2.16,2.06
5.09667,-1.45607
2.18,-2.14
-0.12,-1.33
1.1,0.43
-7.21,-10.37
9.74,-11.06
2.99,2.94
2.13201,1.35672
4.29515,8.71341
-0.75,-1.09
-16.47,-21.53
-0.19,-4.46
-4.29,-10.83
0.88,-0.14
5.22,-5.22
-11.73,-1.99
0.95,-1.97
-0.07,-0.21
-21.38,-7.94
-2.28,18.28
-2.84434,-1.14257
3.12484,9.76508
2.02,3.57
-2.96,-0.83
4.85,-2.62
-3.07163,-0.60463
-2.84,-4.4
7.48,18
1.25937,14.25074
-1.8,1.7
-0.87,-7.03
3.78,0.31
2.54329,-11.55902
1.82325,-3.33056
1.84403,-11.26322
-2.75914,4.84087
1.21,-8.79
1.49,-0.87
-6.83,3.57
8.13966,10.70938
0.24,3.31
-3.34109,-19.87994
3.51,0.97
3.3,-2.04
-21.49,13.34
10.00739,3.8031
7.23,-1.7
13.959,-5.47376
-3.79,-4.56
-4.25,-0.99
-3.53118,0.43533
-3.14949,4.4579
6.03,-6.13
-0.26692,-9.15072
1.83,-0.46
1.55021,11.14696
-1.87,-2.21
-2.1114,-0.65525
3.18,1.39
1.61679,17.36871
1.28394,-6.80841
5.73,-4.9
2.92,-0.83
-0.7,-1.06
0.24,0.34
-0.82502,9.17499
0,-1.8
0.50787,-5.82909
4.93,-3.91
-2.89,-0.17
0.25,-3.76
5.1,8.06
-5.69,-5.54
-1.26197,-2.47544
2.57,5.19
-6.04536,3.95712
-7.74203,6.33395
1.87171,7.65851
-2.3,1.72
-1.08,0.5
-6.38,-7.11
-6.38,8.77
-1.83,5.43
1.18,-0.47
0.77525,3.82801
-10.09754,-2.66912
-2.67,2.2
-1.53,6.24
48.86,-17.41
-2.82,-1.27
3.2,-2.02
-0.55,-0.79
-5.21,-3.46
-3.0336,3.13068
-5.02,0.85
0.1,10.55
-1.8897,3.29495
0.64,-0.34
-3.72,0.07
9.886,5.03863
-1.33248,3.07691
2.93656,1.96576
-16.36,5.48
-10.6066,7.30416
-5.14,7.33
-10.49817,-4.93312
0.39,2.43
-12.64,0.1
-5.14523,1.16485
4.03,7.77
-3.63417,-0.58144
6.31,-0.39
-0.92,-1.43
0.4831,-26.88059
6.19191,-1.83799
0.50877,-0.41186
-2.58,7.21
12.01,6.47
-9.7127,7.08259
-0.29,-6.16
9.23411,4.72506
5.18,-12.33
-0.44,-3.49
-5.41,-2.45
-0.51,0.26
-5.1,8.4
-2.5,-5.32
-0.533,-1.40519
0.65,-0.68
-1.48,-3.63
7.55684,-14.54035
-7.38997,-2.25294
-5.47558,2.81025
0.85,10.22
-3.01,3.31
5.32,-1.82
7.85,1.77
0.68,-5.39
1.5,-7.72
-2.57,0.87
-2.78138,-1.3302
7.37,-4.01
6.75,-3.58
1.67453,2.83948
-3.11,1.56
-1.67,2.92
-11.16,3.36
17.77,29.05
0.22,10.56
1.74128,5.41784
1.77,6.57
3.49,12.72
-11.81527,10.89063
0.19,-2.48
4.58698,0.46109
-5.88,-4.4
-0.22,2.84
-6.38,9.59
4.25,-8.91
-2.09,0.08
1.29,0.4
-0.27,-1.34
-2.03,1.62
10.0248,-1.09191
0.81,-1.6
1.23771,1.91725
2.77,-2.62
2.68926,0.12113
5.06288,9.71633
0.67948,-6.60163
-1,-4.46
-3.70683,2.15619
0.55627,-0.79813
0.1,1.7
-1.63,-4.25
3.23,-0.18
-3.15491,-4.12576
-0.44,-0.92
39.38,-16.25
-12.11,9.72
-10.59,6.66
-3.48,0.76
-10.67,-3.17
3.65,4.32
1.14,-3.33
-1.34,-4.7
-1.25982,-1.35673
5.97341,8.78003
0.05,1.22
-0.41,-0.51
-0.04,-0.17
-0.51,-0.38
-7.01,11.29
-3.22,7.29
-0.3876,-7.12346
5.4,0.34
-3.91,-1.43
-1.09,-1.67
2.24,-4.77
6.92,11.48
-21.08,17.25
-4.83,-0.7
2.48,-1.36
-2.98,-0.46
4.77267,5.93581
28.97,-22.29
-7.77742,-5.20856
-12.72256,-4.33558
-8.79,11.81
-2.08,-12.7
4.84,-0.12
5.86315,4.50616
-8.21,4.14
-0.42,-1.9
3.98694,-3.11169
3.28,-1.24
5.75,0.15
1.22,-3.4
-5.88,-5.3
2.72,-3.89
8.78501,-9.8535
-10.75912,-0.29067
-0.27,3.21
4.90971,4.61943
-3.38,5.76
2.01399,-9.68481
6.9409,-8.87661
-23.15913,0.41147
0.46,2.07
-10.55,-3.65
8,4.41
6.94,-2.46
8.89764,-8.70305
-2.23641,-6.32108
2.14878,3.64579
7.67849,-13.15808
-6.84,-6.06
-9.22,-0.46
-3.6,0.78
9.38,1.91
-2.89,4.49
5.27,-4.59
-2.36,5.28
5.44,1.49
5.24,-13.25
-1.31046,-4.99959
-12.18,1
-1.89,1.7
-1.69527,-14.63878
-1.1,-2.56
1.95,2.82
0.45,-1.54
-0.74,-0.89
7.2931,0.46028
-7.0384,-3.88278
5.21,0.35
-0.24,-3.31
-1.53,-0.01
10.87,6
-1.05,1.24
-0.1,0.36
-3.78,7.39
-6.35,-2.03
3.12,0.48
3.95712,6.04536
-2.53,-0.88
6.36,-5.78
-1.82,-2.37
-2.84,7.61
3.46,3.51
-17.88789,-7.94293
36.41,9.18
-2.29,0.29
-8.21,4.19
7.46,6.93
4.47,8.02
2.35001,-3.75528
-2.20456,5.98447
10.24,-20.3
1.82,8.37
-2.25306,5.01523
11.23675,-19.05064
-3.57,-2.41
-6.17524,-0.68064
0.83,1.06
1.64,-0.21
0.34,3.06
0.66,5.51
6.07,5.73
1.18914,4.3928
4,6.2
-10.71995,-15.95473
-0.56,-0.7
-12.33,-11.21
3.41605,-3.41605
20.82,-0.19
-2.01087,-1.47786
-6.29,4.15
5.97,-3.25
-10.34,-0.05
-1.96,-6.75
3.71,1.14
-0.87,-1.83
8.42,-4.93
10.04,-0.27
-1.02,-0.36
12.02,-3.84
10.35,-32.55
4.21,13.42
3.91,-5.62
-0.05,-18.89
1.45359,4.55488
-6.83211,-6.6867
15.22091,-8.41889
-6.05,-0.66
-5.23,-12.28
4.04588,5.20896
-3.08,-3.47
-4.81,-2.62
3.73031,10.90431
3.26508,2.78133
-10.92,-12.96
-2.45,1.09
-3.33,-6.15
-0.75,0.18
0.66,0
-6.48,-0.07
-2.48,-5.92
0.1,-6.84
-1.15,-1.86
5.05,-2.14
4.55,1.05
-8.12,2.38
-5.39,-1.46
4.83,0
-8.05,2.46
-1.59901,-0.533
3.74,-8.07
4.56,8.83
0.82373,-0.82373
-4.67,-9.73
-2.84,-4.15
-9.48,1.6
9.05095,12.84011
-1.06782,1.89298
1.58,6.05
4.37,-5.29
-7.19,15.71
6.62562,4.97494
13.98192,-9.13187
5.85,-8.57
6.62,1.61
2.93062,13.35326
2.38,18.58
-7.99456,9.7399
4.50636,3.14949
-7.07,2.55
0.24269,0.33976
0.07,-0.56
3.82,3.48
-11.79756,13.88355
-5.71,12.47
-6.14,8.47
31.43,-2.83
5.20741,-13.59531
3.35,-4.33
6.27,-6.03
0.88,-9.48
-3.79,2.72
1.43,1.17
2.01,0.46
13.08,2.97
-1.94,3.54
1.73,2.5
5.8,-3.62
31.75,22.48
1.29,-1.03
-0.32,0.71
10.28,-7.38
-0.29,11.16
-2.04,0.24
-3.94,-1.71
-34.4501,-4.32782
1.06778,-5.38795
-7.73805,12.57873
1.1,2.74
0.21873,-13.00995
-13.35181,-3.49369
-4.99103,1.0175
0.27,-0.39
-5.61,1.63
2.96,-3.83
2.24,-2.72
-4.66717,8.46075
1.62,2.43
-10.86,-7.36
-2.53,7.2
4.64,7.4
7.85,11.5
10.79,-10.45
-5.16,-0.97
2.10746,-9.42583
6.9,11.88
-4.82,4.09
2.18,4.22
-8.79,-4.66
-3.6,-1.65
-5.79,10.8
18.59,4.01
-0.8,-5.96
9.87,6.03
2.08,-0.39
-21.91,-3.26
-0.65,-0.85
-4.97,9.91
-0.56,-4.05
-2.51966,-1.11444
-3.01,0.83
0.31,0.21
2.06285,-2.11139
-2.37,2.87
8.61121,-0.91893
1.92,1.64
-2.84,4.2
-3.64775,-1.70222
38.23,-21.55
1.63,0.84
-7.21,-1.11
4.83,-8.32
0.75,3.28
1.31,0.33
5.53816,32.35343
-5.68,3.3
-8.76,-3.76
1.7472,-7.23275
1.54,1.82
-0.68,7.39
-2.71,2.4
-7.7,3.31
-0.85,-3.77
-1.34,2.17
-2.48,5.99
-0.68,4.91
-1.83,2.21
-5.3,1.26
1.83,1.94
-0.71,12.74
-3.15,2.66
5.84891,-4.82941
-15.2,-2.79
4.59,7.85
-1.82,-6.63
3.29,4.75
4.55,1.14
-0.7,-6.59
3.83371,11.26299
-7.26,0.07
-5.45,-1.39
3.78,-15.78
8.43,1.56
-6.71138,3.02822
5.83557,-18.54408
7.31,-0.02
3.32487,2.11137
-17.68,-5.03
6.7,3.74
0.66,-4.21
-4.76,3.21
0.19415,0.82514
0.37,-0.3
2.6,-0.41
-17.09244,-7.47168
-0.78,2.57
8.3,1.44
6.24,2.11
7.39,-1.56
-5.87339,-1.7958
0.41,-1.26
17.43,8.68
1.35906,0
-6.24,0.8
1.98,-3.21
37.25,-3.7
-0.14561,-1.99006
3.91,-10.85
1.06596,-4.84565
-9.58718,-5.84819
1.09,7.54
-0.50877,-2.6408
-3.71309,4.44125
-1.63,-13.32
5.52401,3.34325
-2.76668,1.50465
10.94583,-9.48862
0.27,2.65
4.77,-0.88
8.67,-6.43
6.38,-11.53
-12.50249,-10.07757
-0.45,0.4
4.52,-3.6
-5.62,-1.92
1.67,2.84
-6.93,3.48
-7.46,-1.43
-0.58,-3.21
24.35,-1.45
-1.4,-1.56
5.88,0.15
3.91,-4.55
2.98501,4.44128
1.06963,-3.45214
8.26,-13.06088
-0.36403,-2.93657
11.79,-11.84
-5.77,-1.05
-5.65,4.93
-7.56,-5.62
-1.91396,1.76859
-8.71,-9.05
0.52,-2.84
-2.97,-6.48
-2.43,1.17
4.78,-9.93
0.89,-0.38
-0.1,-4.91
0.95,12.01
-3.19787,5.71787
10.86,-5.86
-4.23013,1.021
-3.27069,-2.93149
0.34088,-8.91401
0.83,1.44
-0.39,-1.05
0.46,0.61
-24.09834,-5.38244
6.77,0.27
-2.13564,-3.20352
8.04,18.85
-4.44,6.14
1.13627,-15.0737
1.29,2.12
-0.12,-1.31
7.34,-4.91
0.27,-2.47
1.14,-1.14
-2.51529,3.14415
6.89,2.18
2.96083,-1.45611
1.9,-11.95
3.73,-7.53
-1.29,-6.65
1.50465,2.71814
2.62,4.7
4.24,-5.02
-1.43,5.56
6.41,-25.05
-0.64,-1.05
3.3,-6.21
-3.19255,1.306
-7.05,-6.27
11.65,-3.69
-1.31,-0.68
-2.72,1.99
6.83,-2.41
-2.94,11.53
-2.96,-4.37
7.72,-22.53
1.09,3.79
-4.92678,0.84937
-5.98,-2.43
0.7,-1.89
-7.23,-4.13
-2.11,-4.01
1.61,3.85
0.31,-0.54
6.42,-0.92
16.03,-1.87
-1.72,1.19
11.8,7.04
0.08,-1.7
7.01,-10.33
4.95772,7.90924
4.81,-4.03
3.08208,-4.53836
6.73,-10.24
-2.59233,-1.9624
2.44,-1.08
-0.95,-6.92
-1.21,3.25
-13.03,8.07
-3.69,9.61
8.17929,-4.39229
8.45,1.31
-6.29,0.9
-0.46,-3.47
-1,0.41
1.99,1.7
-4.52,0.97
0.04844,13.08671
13.89,-5.64
3.82,-0.51
-2.6,1.66
-0.47,0.92
-1.05,0.54
8.81,-1.36
-11.02041,-1.11613
0.77524,-4.79719
11.6318,-2.03462
5.53,2.67
-2.29,3.51
5.97,-4.51
4.04,0.13
-0.41,1.98
-8.26,-2.98
-2.64077,-2.64077
-0.533,0.533
-3.24,0.48
6.54,0.32
10.53,12.52
-19.75,-7.92
-2.06,8.37
0.56,-1.09
-16.73,0.24
-1.04,-0.01
-33.95,3.84
3.77,-0.75
-0.61,-4.06
0.91,-2.09
-1.29,-9.12
27.73,2.59
2.4,-1.3
4.58,0.76
-0.42,-1.46
4.72,-3.84
1.57716,10.80183
7.92,-9.48
7.88539,-0.19346
-1.46,1.41
2.7376,-5.0152
4.56199,9.41745
2.35406,-3.1307
1.22,-1.17
-2.55,-11.43
3.90734,2.6938
3.7,-5.65
-0.87,3.4
2.37,0.23
-4.92,-3.8
-1.11446,-1.01755
-0.67,1.56
-0.22,-0.85
1.87,-9.21
0.04,0.71
-1.86547,3.56147
6.8,2.91
-3.03,2.68
2.10404,-5.82904
-6.20195,-7.70456
2.75,7.04
3.43,1.29
8.5,-0.75
-1.9172,-4.05299
-0.34,-6.32
-6.58,1.82
5.49,1.56
-16.37,3.51
-8.44,9.02
16.44,-0.12
4.76,-8.51
-1.92,0.22
-52.16,18.24
-10.01,8.64
-5.23334,-0.87214
-13.18,-4.88
-2.38,0.97
0.66,1.57
-0.24302,-4.81218
-1.55,-0.09
-2.26,7.01
-2.34998,-4.62754
0.75,0.8
6.84,5.14
2.82,-5.35
-8.78031,-4.23204
-1.68,-0.81
0.97232,-7.34242
-26.11,18.62
5.83,4.62
3.24578,-11.29226
-4.80529,-4.07712
2.85,-3.92
-4.92678,0.89791
-1.31,4.96
-9.89,1.09
1.05,0.56
8.61,-7.73
0.51,-4.25
0.82,0.05
-7.74,-4.77
4.78,0.69
-17.42,-3.3
-4.6,-2.71
9.14,53.18
21.8,14.41
4.55,13.57
0.09708,-0.19415
4.8,-7.77
-12.22,-3.7
-5.62,9.94
4.78101,4.14993
5.46,-4.3
4.23873,12.5286
-8.49518,0.82504
-1.77,-4.98
0.46,-10.51
0.88,-1.6
0.53281,14.29928
-9.15,6.09
3.81,0.51
0.15,0.26
-10.4858,-4.56182
-1.8,3.21
-1.02,-3.89
7.07,4.16
-2.42274,-1.74436
-5.48,8.79
-2.36,1.54
-7.39,-8.65
-31.16,29.36
11.87,7.97
9.28,1.24
1.4,0.17
-0.5,-1.47
-9.85946,-12.52683
3.86,-13.59
0.73,2.81
3.43,-0.95
0.41185,4.19145
2.96,1.26
0.49,2.06
-2.52393,-3.59183
-4.94,-2.41
-2.35,-10.7
-14.56667,2.28043
10.47,-12.12
9.12624,3.49427
-3.15,5.48
-5.67896,-5.24203
-1.89,-3.74
-51.36,24.49
6.88098,3.3916
-3.08,-15.51
0.17,-8.96
1.55321,-1.35905
-5.12,-6.63
4.85,1.92
4.13,0.23
-16.75354,3.29899
-10.63,6.15
9.442,-2.11107
2.10777,2.35005
-1.51,0.05
6.09,7.5
-0.97,1.26
-0.59,2.12
-3.28,0.66
-2.67,6.02
0.88,-3.01
-4.11829,-8.04414
1.04176,3.12537
2.27,-1.77
-0.95,5.99
12.35878,4.699
-1.48,-0.46
-6.7,-0.58
-6.43172,-0.0728
4.17,1.98
-6.88,3.22
7.76,-6.49
5.54,-0.1
14.83,-0.66
-7.59612,7.74179
8.90765,4.14951
-0.22,2.5
-8.52,-3.76
16.15,-6.21
-0.49,-0.74
7.25,3.06
7.18,-3.34
9.17,-6.6
-3.88275,-7.28114
5.04,-6.16
1.67,-0.12
-3.1,7.07
-4.80507,-6.45573
-2.41,-9.38
1.11636,-1.99005
3.57,-15.83
-0.98,-1.32
1.24,4.07
-0.14,0.45
4.05288,-4.2956
2.15,-37.35
5.92193,-1.84433
-3.23,2.07
3.59,10
0.72804,4.31999
-9.05,-4
8.48,8.34
-0.45,-0.76
5.89769,0.31548
0.63,0.88
-0.98,-2.54
4.08403,5.59152
0.97,-0.51
-10.24313,-3.5912
4.31,-1.88
-1.7,-6.31
0.07,-5.27
6.40729,-3.68868
-0.55,-1.61
-3.66,9.43
-10.9,2.89
8.36,-1.46
5.06361,3.60978
5.06256,-11.41317
4.16,0.46
4.57,0.34
-5.54,-1.34
-2.06,-1.71
4.19077,9.57103
-3.63396,5.81476
-5.46,1.33
3.96,6.53
7.99,1.92
2.26,-2.41
-1.72,3.76
-6.14332,-4.74026
14.76,1.19
-2.79,3.68
2.74234,3.8588
-0.07,-0.69
7.79,3.42
-11.07,3.45
0.94614,14.4453
-5.25556,14.71089
3.98,-8.49
-2.04,9.27
-46.73,-9.52
1.38467,-20.41143
2.05,-12
1.05,7.8
7.2931,-0.16957
2.94,-4.59
-3.58558,4.74863
-3.19787,-5.76633
0.49,-5.11
-4.93511,3.42768
4.13,-0.49
10.2258,0.72668
0.89782,8.95647
-10.8,5.56
-4.64,-7.61
-4.86857,-12.3345
4.53,2.01
0.49,-0.96
-1.14,-0.02
-5.84,0.58
2.98,0.49
10.37078,5.08699
-0.54,-2.42
23.85,18.99
-10.21,0.49
-7.01,-4.05
-6.76,-14.54
-5.87,0.39
-5.46065,-3.71303
2.81,-13.16
-10.92,-4.32
-10.48619,0.48528
14.59,-11.57
4.85,-8.21
13.66699,-8.42936
-0.89,0.74
2.64,-0.16
-6.29,5.07
-0.53,-2.23
-0.17,6.03
0.99,-10.95
-2.46,0.84
1.01,-0.15
-1.35906,0.72806
-5.37,-7.9
10.36,21.78
-4.65927,-8.00932
0.8,-0.89
0.78,-3.99
-5.95,-1.48
-9.96,1.97
-1.9,5.25
1.69,-0.54
-0.14,-2.04
-6.21,2.14
0.19447,-4.81365
3.59,-4.22
7.57,-6.11
-0.04,-0.13
3.57,-2.11
-21.57,6
3.42,-8.62
-3.54,-4.61
0.92,-0.01
3.73731,5.33928
-15.40871,-7.67534
-13.69,1.07
-5.7565,1.30595
1.46,-5.99
3.42,6.53
-0.9,8.14
4.47,-4.18
-22.51,-4.01
10.19,-3.86
-2.38,3.79
-7.93558,9.29535
-5.65,9.54
-10.78,-0.15
1.24,-8.01
-6.16464,2.37821
11.12,-9.71
1.27,-1.17
-5.48447,-7.7179
1.20913,8.41764
4.52,-4.47
-15.85,-10.21
-1.22,1.51
-0.6,0.82
31.07,-20.92
0.88,-2.56
5.65744,-15.19395
-6.38,-1.97
1.55,-3.4
-8.06,6.36
2.48,0.58
-2.7,3.87
-2.42691,-0.43683
-6.9414,-2.62084
0.93,-1.81
-0.44,-0.38
-3.51303,-0.89639
5.08,-2.26
8.34,4.69
3.15469,-7.52397
0.49,10.63
0.92,-14.62
-0.16987,6.48026
-2.55,-2.99
6.19,-5.03
-28.93,-18.02
-9.99956,-7.42568
-13.16,6.41
-2.41,-0.66
-9.75,-13.64
7.47,9.47
0.94,-0.87
1.63,12.3
0,-0.94
-6.58,-1.56
-8.72272,-4.26356
0.7,-5.42
-0.53,0.92
-3.13067,3.47046
9.85,-1.14
5.85,8.81
6.75987,-2.68904
4.77294,-1.72008
-0.67832,-5.71796
3.26512,0.79811
-2.13915,6.90467
-5.41,5.56
22.99,-6
0.24227,-3.39189
-8.19,-2.41
-6.38457,-8.90092
10.28,16.71
-9.96,-1.38
4.58,-2.14
11.02,9.56
-0.22,-0.22
-2.71809,-3.54328
-6.43,2.84
3.00919,6.01896
0.89,-1.82
-5.42,-4.35
1.75,1.7
-44.45,0.97
-0.8963,8.45638
-11.36,-7.09
-8.64086,-0.04853
0.53,0.64
-5.16,-5.06
-0.69,-3.38
4.06,6.44
-4.76,-7.72
-1.21,-1.21
0.5,0.82
2.46,-4.31
-1.08,-1.88
-1.36,-1.12
7.39,-5.15
-4.15,-2.15
5.55751,-6.043
-12.52,-6.68
2.25701,-1.82016
1.37849,6.40964
-10.97713,-2.97936
3.76,6.72
-2.5402,-4.04027
-1.19,-4.45
-18.2,-11.58
0.7,-1.77
10.7,7.83
2.6,-5.71
0.66,-6.19
0.16,-0.11
-3.98,-7.82
-0.19,3.93
-2.67,-1.84
5.62104,-0.04845
-0.05,-7.57
-12.67,2.79
2.78,3.07
-8.23,4.68
-4.62,3.55
8.13,-6.96
1.41,7.93
-2.19,-7.29
8.57,1.48
-3.76,-1.53
5.31,11.29
-1.69587,-4.07028
-0.66,0.95
11.01,8.57
9.95,1.55
2.04,-0.44
0.23,-0.86
5.82,1.49
1.43,3.71
2.26,1.68
2.75,4.31
-1.6,4.5
7.37841,1.69866
-3.10579,-11.06881
-14.45,0.02
10.24,4.17
-6.08,9.68
1.21,-9.47
0.22,12.74
-10.91,2.6
12.31062,2.66432
6.71,-3.6
-3.17926,-1.82014
0.51,-5.96
-1.67,7.94
5.19,-2.36
-1.7,-4.76
2.42675,-6.16464
12.59,20.27
-2.31,10.21
-1.2239,0.98392
-2.8,-1.44
-3.31,5.4
-7.53,-1.44
-15.73,-16.55
-1.99,-6.75
10.86,-10.28
-0.78,-4.27
16.37,3.18
-0.57,1.25
-8.91373,-14.15177
0,-1.11254
0,-0.03
-0.41186,0.36341
0.92,-0.68
-6.06,-7.96
2.66,4.31
2.79,1.96
-1.48,-1.24
2.56,15.2
8.835,-2.37804
-4.07721,-3.30053
-5.48,2.8
7.16,-1.41
-10.21215,2.23616
-21.59,16.88
7.26784,8.91606
-6.86,-8.5
-1.72,-2.29
6.32367,2.97979
-10.51486,9.93297
7.57,-23.51
2.27738,-1.21136
-1.31,-0.73
1.69295,-4.20841
8.15488,-5.33879
-5.4,11.72
-1.1367,-3.74886
-1.64746,0.96909
1.74017,6.13968
8.75,1.46
-11.23,0.83
-7.07478,-4.16685
1.71,-0.24
1.56,-18.03
2.26,0.12
-6.38314,-1.4803
-5.78,2.48
0.98,-0.86
-2.3015,-5.25753
-2.31,-6.21
0.44,-0.66
1.21,-7.57
-4.63552,-0.94645
-7.04,5.34
0.85,13.13
3.14,-3.82
-3.77,4.01
-4.81,-6.55
-6.41,1.41
-12.5,4.25
3.89,1.6
-2.55,2.36
19.85,4.62
-2.16,-0.71
1.39,-0.29
11.57,-9.14
10.53345,-8.34787
-10.48495,-8.1537
11.04,-3.74
-0.51,0.02
-20.01015,-6.7425
-3.6,-2.24
1.82,-5.76
-1.85,0.83
1.57,1.34
-0.72667,10.8076
-5.73,-0.97
-0.41,-3.87
0.36341,1.23559
1.71,1.29
-3.85885,0.26695
-1.64746,0.87218
5.66863,-9.30417
0.9,-0.05
7.27,4.6
-3.73113,8.82105
9.49861,0.19379
1.84,-0.29
-5.49946,6.6142
4.69,3.18
-0.26,1.83
-5.19363,4.02855
2.35404,3.71319
2.28,4.07
0.4611,-2.30556
0.27,5.79
-1.50191,8.43212
2.1,-0.04
2.6,19.06
-0.61,0.95
3.05773,6.01896
-4.19,3.6
-13.38,8.92
-2.16,0.55
6.26,7.14
3.03,-1.34
2.6,-1.56
-1.84,2.82
3.67,-0.85
-1.83,0.85
0.96,1.38
1.25,-2.02
0.07,10.19
9.52285,-0.75093
10.3,2.95
-2.26,-4.26
-3.2,4.42
-9.66009,5.43561
-3.31,3.74
8.4,2.96
5.40242,-7.53505
-16.1,-9.05
-0.07268,-6.03298
5.93,1.51
1.43,-0.57
6.08145,0.07268
-11.65605,-2.05884
